Anime Name,Link
Tokyo Ghoul √A,https://anime4up.rest/episode/tokyo-ghoul-%e2%88%9aa-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-4/
Tokyo Ghoul √A,https://anime4up.rest/episode/tokyo-ghoul-%e2%88%9aa-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-3/
Tokyo Ghoul √A,https://anime4up.rest/episode/tokyo-ghoul-%e2%88%9aa-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-2/
Tokyo Ghoul √A,https://anime4up.rest/episode/tokyo-ghoul-%e2%88%9aa-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-1/
"Watashi, Nouryoku wa Heikinchi de tte Itta yo ne!",https://anime4up.rest/episode/watashi-nouryoku-wa-heikinchi-de-tte-itta-yo-ne-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-3/
Val x Love,https://anime4up.rest/episode/val-x-love-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-3/
Vinland Saga,https://anime4up.rest/episode/vinland-saga-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-15/
Fairy Gone 2nd Season,https://anime4up.rest/episode/fairy-gone-2nd-season-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-3/
Detective Conan Movie 23: The Fist of Blue Sapphire,https://anime4up.rest/episode/%d9%81%d9%8a%d9%84%d9%85-detective-conan-movie-23-the-fist-of-blue-sapphire/
Keishichou Tokumubu Tokushu Kyouakuhan Taisakushitsu Dainanaka: Tokunana,https://anime4up.rest/episode/keishichou-tokumubu-tokushu-kyouakuhan-taisakushitsu-dainanaka-tokunana-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-3/
Gegege no Kitarou (2018),https://anime4up.rest/episode/gegege-no-kitarou-2018-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-78/
One Piece,https://anime4up.rest/episode/one-piece-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-907/
Kono Oto Tomare! 2nd Season,https://anime4up.rest/episode/kono-oto-tomare-2nd-season-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-3/
Bokutachi wa Benkyou ga Dekinai 2,https://anime4up.rest/episode/bokutachi-wa-benkyou-ga-dekinai-2-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-3/
Fate/Grand Order: Zettai Majuu Sensen Babylonia,https://anime4up.rest/episode/fate-grand-order-zettai-majuu-sensen-babylonia-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-3/
Sword Art Online: Alicization - War of Underworld,https://anime4up.rest/episode/sword-art-online-alicization-war-of-underworld-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-2/
Monster Strike The Animation,https://anime4up.rest/episode/monster-strike-the-animation-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-53/
Detective Conan,https://anime4up.rest/episode/detective-conan-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-957/
Boku no Hero Academia 4th Season,https://anime4up.rest/episode/boku-no-hero-academia-4th-season-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-2/
Mairimashita! Iruma-kun,https://anime4up.rest/episode/mairimashita-iruma-kun-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-3/
Kabukichou Sherlock,https://anime4up.rest/episode/kabukichou-sherlock-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-tjjbi/
Ginga Eiyuu Densetsu: Die Neue These - Seiran 1,https://anime4up.rest/episode/%d9%81%d9%8a%d9%84%d9%85-ginga-eiyuu-densetsu-die-neue-these-seiran-1-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-4-tbjan/
Granblue Fantasy The Animation Season 2,https://anime4up.rest/episode/granblue-fantasy-the-animation-season-2-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-3/
Chuubyou Gekihatsu Boy,https://anime4up.rest/episode/chuubyou-gekihatsu-boy-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-3/
Enen no Shouboutai,https://anime4up.rest/episode/enen-no-shouboutai-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-13/
Mini Yuri,https://anime4up.rest/episode/mini-yuri-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-4/
Shin Chuuka Ichiban!,https://anime4up.rest/episode/shin-chuuka-ichiban-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-2/
Beastars,https://anime4up.rest/episode/beastars-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-2beastars-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-2/
Shokugeki no Souma: Shin no Sara,https://anime4up.rest/episode/shokugeki-no-souma-shin-no-sara-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-2/
Null Peta,https://anime4up.rest/episode/null-peta-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-3/
Dr. Stone,https://anime4up.rest/episode/dr-stone-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-16/
Hoshiai no Sora,https://anime4up.rest/episode/hoshiai-no-sora-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-2/
No Guns Life,https://anime4up.rest/episode/no-guns-life-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-2/
Azur Lane,https://anime4up.rest/episode/azur-lane-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-3/
Assassins Pride,https://anime4up.rest/episode/assassins-pride-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-2/
Choujin Koukousei-tachi wa Isekai demo Yoyuu de Ikinuku you desu!,https://anime4up.rest/episode/choujin-koukousei-tachi-wa-isekai-demo-yoyuu-de-ikinuku-you-desu-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-3/
Gundam Build Divers Re:Rise,https://anime4up.rest/episode/gundam-build-divers-rerise-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-3/
Hataage! Kemono Michi,https://anime4up.rest/episode/hataage-kemono-michi-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-3/
Houkago Saikoro Club,https://anime4up.rest/episode/houkago-saikoro-club-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-3/
Ore wo Suki nano wa Omae dake ka yo,https://anime4up.rest/episode/ore-wo-suki-nano-wa-omae-dake-ka-yo-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-3/
Tokyo Ghoul,https://anime4up.rest/episode/tokyo-ghoul-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-12-%d9%88%d8%a7%d9%84%d8%a7%d8%ae%d9%8a%d8%b1%d8%a9/
Mugen no Juunin: Immortal,https://anime4up.rest/episode/mugen-no-juunin-immortal-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-3/
Tokyo Ghoul,https://anime4up.rest/episode/tokyo-ghoul-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-11/
Tokyo Ghoul,https://anime4up.rest/episode/tokyo-ghoul-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-10/
Tokyo Ghoul,https://anime4up.rest/episode/tokyo-ghoul-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-9/
Tokyo Ghoul,https://anime4up.rest/episode/tokyo-ghoul-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-8/
Tokyo Ghoul,https://anime4up.rest/episode/tokyo-ghoul-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-7/
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,https://anime4up.rest/episode/honzuki-no-gekokujou-shisho-ni-naru-tame-ni-wa-shudan-wo-erandeiraremasen-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-3/
Nanatsu no Taizai: Kamigami no Gekirin,https://anime4up.rest/episode/nanatsu-no-taizai-kamigami-no-gekirin-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-2/
Mini Yuri,https://anime4up.rest/episode/mini-yuri-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-3/
Urashimasakatasen no Nichijou,https://anime4up.rest/episode/urashimasakatasen-no-nichijou-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-3/
Radiant 2nd Season,https://anime4up.rest/episode/radiant-2nd-season-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-3/
Ahiru no Sora,https://anime4up.rest/episode/ahiru-no-sora-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-3/
Z/X: Code Reunion,https://anime4up.rest/episode/z-x-code-reunion-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-1/
Tokyo Ghoul,https://anime4up.rest/episode/tokyo-ghoul-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-6/
Tokyo Ghoul,https://anime4up.rest/episode/tokyo-ghoul-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-5/
Tokyo Ghoul,https://anime4up.rest/episode/tokyo-ghoul-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-4/
Tokyo Ghoul,https://anime4up.rest/episode/tokyo-ghoul-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-3/
Tokyo Ghoul,https://anime4up.rest/episode/tokyo-ghoul-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-2/
Tokyo Ghoul,https://anime4up.rest/episode/tokyo-ghoul-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-1/
Try Knights,https://anime4up.rest/episode/try-knights-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-12-%d9%88%d8%a7%d9%84%d8%a7%d8%ae%d9%8a%d8%b1%d8%a9/
Phantasy Star Online 2: Episode Oracle,https://anime4up.rest/episode/phantasy-star-online-2-episode-oracle-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-2/
Diamond no Ace: Act II,https://anime4up.rest/episode/diamond-no-ace-act-ii-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-29/
Nanatsu no Taizai Movie: Tenkuu no Torawarebito,https://anime4up.rest/episode/%d9%81%d9%8a%d9%84%d9%85-nanatsu-no-taizai-movie-tenkuu-no-torawarebito/
"Watashi, Nouryoku wa Heikinchi de tte Itta yo ne!",https://anime4up.rest/episode/watashi-nouryoku-wa-heikinchi-de-tte-itta-yo-ne-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-2/
Bem,https://anime4up.rest/episode/bem-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-12-%d9%88%d8%a7%d9%84%d8%a7%d8%ae%d9%8a%d8%b1%d8%a9/
Fairy Gone 2nd Season,https://anime4up.rest/episode/fairy-gone-2nd-season-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-2/
Starmyu 3rd Season,https://anime4up.rest/episode/starmyu-3rd-season-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-12-%d9%88%d8%a7%d9%84%d8%a7%d8%ae%d9%8a%d8%b1%d8%a9/
Starmyu 3rd Season,https://anime4up.rest/episode/starmyu-3rd-season-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-11/
Vinland Saga,https://anime4up.rest/episode/vinland-saga-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-14/
Rifle Is Beautiful,https://anime4up.rest/episode/rifle-is-beautiful-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-1/
Keishichou Tokumubu Tokushu Kyouakuhan Taisakushitsu Dainanaka: Tokunana,https://anime4up.rest/episode/keishichou-tokumubu-tokushu-kyouakuhan-taisakushitsu-dainanaka-tokunana-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-2/
Hokkyoku Hyakkaten no Concierge-san,https://anime4up.rest/episode/%d9%81%d9%8a%d9%84%d9%85-hokkyoku-hyakkaten-no-concierge-san/
Unnamed Memory,https://anime4up.rest/episode/unnamed-memory-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-8/
Blue Archive the Animation,https://anime4up.rest/episode/blue-archive-the-animation-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-8/
Yoru no Kurage wa Oyogenai,https://anime4up.rest/episode/yoru-no-kurage-wa-oyogenai-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-8/
Yozakura-san Chi no Daisakusen,https://anime4up.rest/episode/yozakura-san-chi-no-daisakusen-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-8/
Dekisokonai to Yobareta Motoeiyuu wa Jikka kara Tsuihou sareta node Sukikatte ni Ikiru Koto ni Shita,https://anime4up.rest/episode/dekisokonai-to-yobareta-motoeiyuu-wa-jikka-kara-tsuihou-sareta-node-sukikatte-ni-ikiru-koto-ni-shita-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-10/
Ookami to Koushinryou: Merchant Meets the Wise Wolf,https://anime4up.rest/episode/ookami-to-koushinryou-merchant-meets-the-wise-wolf-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-9/
"Tensei shitara Dainana Ouji Datta node, Kimama ni Majutsu wo Kiwamemasu",https://anime4up.rest/episode/tensei-shitara-dainana-ouji-datta-node-kimama-ni-majutsu-wo-kiwamemasu-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-9/
Re:Monster,https://anime4up.rest/episode/remonster-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-9/
Tsuki ga Michibiku Isekai Douchuu 2nd Season,https://anime4up.rest/episode/tsuki-ga-michibiku-isekai-douchuu-2nd-season-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-21/
Lv2 kara Cheat datta Motoyuusha Kouho no Mattari Isekai Life,https://anime4up.rest/episode/lv2-kara-cheat-datta-motoyuusha-kouho-no-mattari-isekai-life-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-8/
Kami wa Game ni Ueteiru.,https://anime4up.rest/episode/kami-wa-game-ni-ueteiru-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-9/
Shuumatsu Train Doko e Iku?,https://anime4up.rest/episode/shuumatsu-train-doko-e-iku-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-9/
Kimetsu no Yaiba: Hashira Geiko-hen,https://anime4up.rest/episode/kimetsu-no-yaiba-hashira-geiko-hen-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-3/
"Tensei Kizoku, Kantei Skill de Nariagaru",https://anime4up.rest/episode/tensei-kizoku-kantei-skill-de-nariagaru-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-8/
Jiisan Baasan Wakagaeru,https://anime4up.rest/episode/jiisan-baasan-wakagaeru-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-8/
Vampire Dormitory,https://anime4up.rest/episode/vampire-dormitory-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-8/
Shinigami Bocchan to Kuro Maid 3rd Season,https://anime4up.rest/episode/shinigami-bocchan-to-kuro-maid-3rd-season-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-8/
Mushoku Tensei II: Isekai Ittara Honki Dasu Part 2,https://anime4up.rest/episode/mushoku-tensei-ii-isekai-ittara-honki-dasu-part-2-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-7/
Long Zu,https://anime4up.rest/episode/long-zu-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-11/
Sentai Daishikkaku,https://anime4up.rest/episode/sentai-daishikkaku-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-7/
Hibike! Euphonium 3,https://anime4up.rest/episode/hibike-euphonium-3-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-8/
One Piece,https://anime4up.rest/episode/one-piece-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-1106/
Tonari no Youkai-san,https://anime4up.rest/episode/tonari-no-youkai-san-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-8/
Karasu wa Aruji wo Erabanai,https://anime4up.rest/episode/karasu-wa-aruji-wo-erabanai-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-8/
The New Gate,https://anime4up.rest/episode/the-new-gate-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-7/
The Fable,https://anime4up.rest/episode/the-fable-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-8/
Kuroshitsuji: Kishuku Gakkou-hen,https://anime4up.rest/episode/kuroshitsuji-kishuku-gakkou-hen-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-7/
Kaijuu 8-gou,https://anime4up.rest/episode/kaijuu-8-gou-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-7/
"One Room, Hiatari Futsuu, Tenshi-tsuki.",https://anime4up.rest/episode/one-room-hiatari-futsuu-tenshi-tsuki-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-9/
The iDOLM@STER Shiny Colors,https://anime4up.rest/episode/the-idolmster-shiny-colors-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-8/
Boku no Hero Academia 7th Season,https://anime4up.rest/episode/boku-no-hero-academia-7th-season-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-4/
Dead Dead Demons Dededede Destruction (ONA),https://anime4up.rest/episode/dead-dead-demons-dededede-destruction-ona-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-00/
Mahouka Koukou no Rettousei 3rd Season,https://anime4up.rest/episode/mahouka-koukou-no-rettousei-3rd-season-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-8/
Tensei shitara Slime Datta Ken 3rd Season,https://anime4up.rest/episode/tensei-shitara-slime-datta-ken-3rd-season-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-8/
Henjin no Salad Bowl,https://anime4up.rest/episode/henjin-no-salad-bowl-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-7/
Astro Note,https://anime4up.rest/episode/astro-note-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-8/
Suki demo Kirai na Amanojaku,https://anime4up.rest/episode/%d9%81%d9%8a%d9%84%d9%85-suki-demo-kirai-na-amanojaku/
Wind Breaker,https://anime4up.rest/episode/wind-breaker-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-8/
Hananoi-kun to Koi no Yamai,https://anime4up.rest/episode/hananoi-kun-to-koi-no-yamai-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-8/
"Maou no Ore ga Dorei Elf wo Yome ni Shitanda ga, Dou Medereba Ii?",https://anime4up.rest/episode/maou-no-ore-ga-dorei-elf-wo-yome-ni-shitanda-ga-dou-medereba-ii-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-9/
Yuru Camp△ Season 3,https://anime4up.rest/episode/yuru-camp%e2%96%b3-season-3-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-8/
Dungeon Meshi,https://anime4up.rest/episode/dungeon-meshi-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-21/
Garouden: The Way of the Lone Wolf,https://anime4up.rest/episode/garouden-the-way-of-the-lone-wolf-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-8-%d9%88%d8%a7%d9%84%d8%a7%d8%ae%d9%8a%d8%b1%d8%a9/
Garouden: The Way of the Lone Wolf,https://anime4up.rest/episode/garouden-the-way-of-the-lone-wolf-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-7/
Garouden: The Way of the Lone Wolf,https://anime4up.rest/episode/garouden-the-way-of-the-lone-wolf-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-6/
Garouden: The Way of the Lone Wolf,https://anime4up.rest/episode/garouden-the-way-of-the-lone-wolf-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-5/
Garouden: The Way of the Lone Wolf,https://anime4up.rest/episode/garouden-the-way-of-the-lone-wolf-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-4/
Monster Strike The Animation,https://anime4up.rest/episode/monster-strike-the-animation-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-52/
Val x Love,https://anime4up.rest/episode/val-x-love-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-2/
Gegege no Kitarou (2018),https://anime4up.rest/episode/gegege-no-kitarou-2018-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-77/
One Piece,https://anime4up.rest/episode/one-piece-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-906/
Kono Oto Tomare! 2nd Season,https://anime4up.rest/episode/kono-oto-tomare-2nd-season-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-2/
Bokutachi wa Benkyou ga Dekinai 2,https://anime4up.rest/episode/bokutachi-wa-benkyou-ga-dekinai-2-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-2/
Fate/Grand Order: Zettai Majuu Sensen Babylonia,https://anime4up.rest/episode/fate-grand-order-zettai-majuu-sensen-babylonia-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-2/
Sword Art Online: Alicization - War of Underworld,https://anime4up.rest/episode/sword-art-online-alicization-war-of-underworld-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-1/
Nanatsu no Taizai OVA,https://anime4up.rest/episode/nanatsu-no-taizai-ova-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-2/
Nanatsu no Taizai OVA,https://anime4up.rest/episode/nanatsu-no-taizai-ova-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-1/
Nanatsu no Taizai: Eiyuu-tachi wa Hashagu,https://anime4up.rest/episode/%d8%a7%d9%88%d9%81%d8%a7-nanatsu-no-taizai-eiyuu-tachi-wa-hashagu/
Layton Mystery Tanteisha: Katri no Nazotoki File,https://anime4up.rest/episode/layton-mystery-tanteisha-katri-no-nazotoki-file-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-33/
Layton Mystery Tanteisha: Katri no Nazotoki File,https://anime4up.rest/episode/layton-mystery-tanteisha-katri-no-nazotoki-file-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-32/
Layton Mystery Tanteisha: Katri no Nazotoki File,https://anime4up.rest/episode/layton-mystery-tanteisha-katri-no-nazotoki-file-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-31/
Boku no Hero Academia 4th Season,https://anime4up.rest/episode/boku-no-hero-academia-4th-season-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-1/
Mairimashita! Iruma-kun,https://anime4up.rest/episode/mairimashita-iruma-kun-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-2/
Shin Chuuka Ichiban!,https://anime4up.rest/episode/shin-chuuka-ichiban-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-1/
Kabukichou Sherlock,https://anime4up.rest/episode/kabukichou-sherlock-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-1/
Shokugeki no Souma: Shin no Sara,https://anime4up.rest/episode/shokugeki-no-souma-shin-no-sara-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-1/
Granblue Fantasy The Animation Season 2,https://anime4up.rest/episode/granblue-fantasy-the-animation-season-2-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-2/
Enen no Shouboutai,https://anime4up.rest/episode/enen-no-shouboutai-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-12/
Ginga Eiyuu Densetsu: Die Neue These - Seiran 1,https://anime4up.rest/episode/%d9%81%d9%8a%d9%84%d9%85-ginga-eiyuu-densetsu-die-neue-these-seiran-1-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-3/
Chuubyou Gekihatsu Boy,https://anime4up.rest/episode/chuubyou-gekihatsu-boy-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-2/
Gundam Build Divers Re:Rise,https://anime4up.rest/episode/gundam-build-divers-rerise-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-2/
Null Peta,https://anime4up.rest/episode/null-peta-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-2/
Dr. Stone,https://anime4up.rest/episode/dr-stone-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-15/
Mix: Meisei Story,https://anime4up.rest/episode/mix-meisei-story-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-24-%d9%88%d8%a7%d9%84%d8%a7%d8%ae%d9%8a%d8%b1%d8%a9/
Hoshiai no Sora,https://anime4up.rest/episode/hoshiai-no-sora-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-1/
No Guns Life,https://anime4up.rest/episode/no-guns-life-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-1/
Gundam Build Divers Re:Rise,https://anime4up.rest/episode/gundam-build-divers-rerise-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-1/
Azur Lane,https://anime4up.rest/episode/azur-lane-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-2/
Assassins Pride,https://anime4up.rest/episode/assassins-pride-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-1/
Choujin Koukousei-tachi wa Isekai demo Yoyuu de Ikinuku you desu!,https://anime4up.rest/episode/choujin-koukousei-tachi-wa-isekai-demo-yoyuu-de-ikinuku-you-desu-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-2/
Houkago Saikoro Club,https://anime4up.rest/episode/houkago-saikoro-club-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-2/
Ani ni Tsukeru Kusuri wa Nai! 3,https://anime4up.rest/episode/ani-ni-tsukeru-kusuri-wa-nai-3-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-1/
Dragon Ball Heroes,https://anime4up.rest/episode/dragon-ball-heroes-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-16/
Hataage! Kemono Michi,https://anime4up.rest/episode/hataage-kemono-michi-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-2/
Ore wo Suki nano wa Omae dake ka yo,https://anime4up.rest/episode/ore-wo-suki-nano-wa-omae-dake-ka-yo-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-2/
Shinchou Yuusha: Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugiru,https://anime4up.rest/episode/shinchou-yuusha-kono-yuusha-ga-ore-tueee-kuse-ni-shinchou-sugiru-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-2/
Mugen no Juunin: Immortal,https://anime4up.rest/episode/mugen-no-juunin-immortal-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-2/
Mugen no Juunin: Immortal,https://anime4up.rest/episode/mugen-no-juunin-immortal-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-1/
Nanatsu no Taizai: Kamigami no Gekirin,https://anime4up.rest/episode/nanatsu-no-taizai-kamigami-no-gekirin-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-1/
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,https://anime4up.rest/episode/honzuki-no-gekokujou-shisho-ni-naru-tame-ni-wa-shudan-wo-erandeiraremasen-%d8%a7%d9%84%d8%ad%d9%84%d9%82%d8%a9-2/
